Data,Otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
05/09/2014,9839.92,9840.9,9988.46,9324.35,42.18,-0.99
04/09/2014,9348.86,9939.31,9939.31,9348.86,110.5,6.15
03/09/2014,8915.86,9363.57,9541.64,8906.01,71.61,6.12
02/09/2014,8618.25,8823.75,8843.22,8617.71,34.35,2.95
01/09/2014,8258.82,8570.53,8645.52,8206.28,45.53,3.53
29/08/2014,8083.56,8278.35,8278.35,7956.95,595.82,3.03
28/08/2014,8278.35,8034.87,8278.35,7918,51.18,-2.71
27/08/2014,8151.74,8258.87,8312.39,8151.74,45.83,0.89
26/08/2014,8180.96,8185.83,8288.09,8123.5,39.51,0.06
25/08/2014,8111.81,8180.96,8180.96,8098.17,33.88,1.82
22/08/2014,7910.21,8034.87,8073.83,7820.61,34.43,2.56
21/08/2014,7790.41,7834.24,7834.24,7664.83,36.52,1.18
20/08/2014,7890.97,7742.69,7908.55,7733.24,30.4,-1
19/08/2014,7820.61,7820.61,7898.52,7811.69,66.28,0.31
18/08/2014,7791.39,7796.26,7884.84,7752.67,55.77,0
14/08/2014,7596.6,7796.26,8151.69,7596.6,62,8.18
13/08/2014,7292.74,7207.03,7515.96,7158.34,15.7,-0.67
12/08/2014,7114.51,7255.73,7255.73,7002.46,11.9,1.98
11/08/2014,7168.08,7114.51,7255.63,6914.81,11.36,-0.65
08/08/2014,7260.65,7161.36,7343.38,7129.12,8.96,-2.83
07/08/2014,7324.93,7369.68,7450.51,7255.73,5.73,-0.43
06/08/2014,7363.88,7401.82,7410.58,7259.19,6.19,0.52
05/08/2014,7434.64,7363.83,7479.73,7363.01,8.78,-0.51
04/08/2014,7476.96,7401.82,7508.95,7362.86,6.48,-0.65
01/08/2014,7616.13,7450.51,7674.52,7411.56,8.12,-1.92
31/07/2014,7662.54,7596.6,7801.03,7596.6,9.25,-2.5
30/07/2014,7976.38,7791.39,7995.86,7664.78,12.5,-2.44
29/07/2014,7849.82,7986.17,8071.88,7801.47,8.84,2.12
28/07/2014,7840.08,7820.61,7878.89,7808.29,3.78,-0.62
25/07/2014,7847.88,7869.3,7986.22,7762.17,8.68,0.27
24/07/2014,7742.69,7847.88,7870.28,7655.04,3.54,1.36
23/07/2014,7684.26,7742.69,7742.69,7601.47,5.99,1.66
22/07/2014,7518.69,7616.08,7682.36,7518.69,4.36,0.26
21/07/2014,7732.95,7596.6,7732.95,7548.05,5.85,-0.64
18/07/2014,7499.16,7645.3,7706.46,7499.16,5.27,0.32
17/07/2014,7548.25,7620.95,7625.82,7450.51,7.02,0.32
16/07/2014,7567.39,7596.6,7689.08,7401.82,6.36,0.26
15/07/2014,7616.08,7577.17,7714.45,7577.17,2.8,1.04
14/07/2014,7730.03,7499.21,7796.26,7499.21,7.5,-3.75
11/07/2014,7586.86,7791.39,7791.39,7581.9,5.93,2.56
10/07/2014,7742.69,7596.6,7742.69,7407.22,10.43,-2.5
09/07/2014,7786.52,7791.39,7791.39,7523.61,7.66,0
08/07/2014,7883.91,7791.39,7883.91,7729.06,7.59,0
07/07/2014,7880.06,7791.39,7961.78,7771.96,5.47,-1.48
04/07/2014,8070.81,7908.26,8070.81,7908.26,2.91,-1.04
03/07/2014,8140.98,7991.04,8140.98,7900.52,11.08,-1.85
02/07/2014,7887.81,8142,8142,7791.39,6.8,3.22
01/07/2014,8132.26,7887.81,8132.5,7840.08,5.96,-3.58
30/06/2014,8132.26,8180.96,8229.12,8107.91,10.18,1.14
27/06/2014,8083.56,8088.53,8161.48,8018.46,2.63,-0.12
26/06/2014,8180.96,8098.37,8180.96,8093.3,3.97,-0.24
25/06/2014,8086.49,8118.14,8273.43,8083.52,4.54,-0.67
24/06/2014,8276.4,8172.68,8276.4,8162.45,12.57,-1.28
23/06/2014,8132.26,8278.35,8312.39,8116.73,11.81,-0.03
20/06/2014,7898.52,8280.78,8280.78,7898.52,17.45,4.71
18/06/2014,8161.48,7908.26,8161.48,7908.26,2.51,-2.17
17/06/2014,8086.1,8083.56,8166.3,7987.29,3.23,0
16/06/2014,8034.87,8083.56,8089.36,8034.87,2.47,-0.31
13/06/2014,8249.13,8108.89,8273.48,8087.56,3.79,-1.47
12/06/2014,8229.65,8229.65,8278.35,8083.56,4.01,0.59
11/06/2014,8215,8181.01,8253.66,8181.01,1.81,0
10/06/2014,8163.77,8180.96,8215.04,8112.83,7.37,0.21
09/06/2014,8346.43,8163.77,8346.52,8163.77,7.82,-1.96
06/06/2014,8278.35,8327.05,8327.05,8216.17,4.41,0.59
05/06/2014,8258.87,8278.35,8278.35,8180.91,7.72,0.24
04/06/2014,8133.23,8258.87,8261.79,8025.13,3.52,1.54
03/06/2014,8015.39,8133.23,8263.74,8015.39,17.19,1.72
02/06/2014,8083.52,7995.91,8083.52,7986.17,3.27,-1.68
30/05/2014,8064.09,8132.26,8132.26,7879.04,5.76,0.6
29/05/2014,7694,8083.56,8083.56,7694,8.2,4.86
28/05/2014,7937.52,7708.6,8005.8,7645.3,6.39,-2.88
27/05/2014,8083.56,7937.48,8179.98,7923.11,9.04,-2.14
26/05/2014,8253.03,8111.22,8273.43,7968.25,8.22,-0.38
23/05/2014,7987.19,8142.1,8267.64,7987.19,9.22,2.58
22/05/2014,7780.67,7937.48,8151.74,7733.2,5.79,3.03
21/05/2014,7698.91,7704.03,7752.43,7698.91,19.72,0.07
20/05/2014,7621.92,7698.86,7771.91,7621.92,3.81,0.32
19/05/2014,7684.26,7674.52,7718.15,7650.22,4.63,0.72
16/05/2014,7547.91,7619.49,7694.58,7547.91,8.24,0.3
15/05/2014,7694,7596.6,7694,7518.88,9.35,-2.76
14/05/2014,7647.3,7811.84,7837.11,7623,7.21,1.53
13/05/2014,7806,7694,7843.15,7450.47,7.86,-0.63
12/05/2014,7499.21,7742.69,7781.65,7499.21,4.63,3.25
09/05/2014,7720.29,7499.21,7840.08,7499.21,7.56,-1.28
08/05/2014,7771.91,7596.6,7771.91,7499.21,6.12,0
07/05/2014,7178.79,7596.6,7771.91,7172.95,11.05,5.82
06/05/2014,7138.86,7178.79,7197.29,7109.69,7.32,0.97
05/05/2014,7401.82,7109.64,7401.82,7041.47,4.36,-4.58
02/05/2014,7728.08,7450.51,7728.08,7450.51,1.56,-2.42
30/04/2014,7601.52,7635.56,7741.72,7596.6,2.15,0.45
29/04/2014,7684.26,7601.47,7859.51,7601.47,5.07,-0.06
28/04/2014,7580.05,7606.34,7691.51,7543.43,3.85,-1.15
25/04/2014,7693.02,7694.97,7694.97,7460.55,5.35,1.95
24/04/2014,7576.49,7547.91,7790.37,7401.82,8.04,0.23
23/04/2014,7791.39,7530.23,7869.3,7525.46,5.03,-3.05
22/04/2014,7635.56,7767.04,7883.91,7616.08,4.19,2.51
17/04/2014,7315.14,7577.12,7596.6,7315.14,42.03,3.05
16/04/2014,7781.65,7353.12,7867.06,7143.73,35.25,-5.51
15/04/2014,7791.34,7781.65,7859.51,7758.52,6.86,-0.37
14/04/2014,8034.87,7810.87,8075.33,7796.31,29.65,-3.66
11/04/2014,8082.59,8107.91,8190.11,7986.17,8.63,-0.54
10/04/2014,8307.57,8151.74,8375.74,8142,38.72,-1.87
09/04/2014,8375.74,8307.42,8400.09,8223.81,3.03,0.59
08/04/2014,8229.65,8258.87,8326.95,8147.94,24.34,0.36
07/04/2014,8443.82,8229.65,8443.92,8210.17,8.93,-2.87
04/04/2014,8156.61,8473.13,8502.35,8156.61,13.45,3.88
03/04/2014,8103.04,8156.61,8202.38,8056.34,8.37,0.66
02/04/2014,8565.66,8103.04,8565.66,8011.54,36.73,-4.37
01/04/2014,8663.1,8473.13,8812.98,8356.26,23.41,-2.12
31/03/2014,8765.31,8656.23,8823.75,8619.47,10.86,-0.66
28/03/2014,8767.26,8713.69,8814.06,8531.57,23.4,-0.59
27/03/2014,8735.12,8765.31,8872.44,8578.32,10.85,0.11
26/03/2014,8823.79,8755.57,8930.88,8745.83,8.48,-0.77
25/03/2014,8585.13,8823.75,8882.18,8585.13,29.09,3.43
24/03/2014,8450.73,8530.79,8530.79,8385.53,7.99,3.05
21/03/2014,8473.13,8278.35,8473.13,8133.72,134.45,-1.16
20/03/2014,8278.4,8375.74,8619.22,8229.75,6.5,1.18
19/03/2014,8327,8278.35,8365.95,8200.44,11.4,-0.01
18/03/2014,8407.88,8278.84,8414.65,8180.96,14.31,-0.11
17/03/2014,7995.91,8288.14,8413.53,7995.91,11.7,2.65
14/03/2014,8239.39,8073.83,8375.74,7898.62,25.29,-3.72
13/03/2014,8348.47,8385.48,8658.13,8348.47,23.39,-0.92
12/03/2014,8765.36,8463.39,8765.36,8279.32,7.84,-2.36
11/03/2014,8765.31,8667.92,8873.37,8667.92,4.87,-0.56
10/03/2014,8872.44,8716.62,8950.31,8716.62,3.08,-1.76
07/03/2014,9076.97,8872.44,9187.8,8872.44,18.25,-2.04
06/03/2014,8935.75,9057.49,9145.14,8926.01,4.29,1.75
05/03/2014,9310.71,8901.66,9388.62,8862.7,8.84,-3.79
04/03/2014,8960.1,9252.27,9252.27,8960.1,17.71,5.55
03/03/2014,9398.36,8765.55,9398.36,8765.55,12.88,-10
28/02/2014,9632.1,9739.23,9739.23,9544.01,11.68,2.56
27/02/2014,9427.63,9495.75,9700.28,9427.63,2.75,0.93
26/02/2014,9563.98,9408.1,9563.98,9360.38,3.88,-1.43
25/02/2014,9719.76,9544.45,9719.76,9509.78,1.97,-1.8
24/02/2014,9505.49,9719.76,9719.76,9505.49,5.88,2.25
21/02/2014,9447.2,9505.49,9593.15,9398.36,3.9,0.61
20/02/2014,9447.06,9448.03,9522.73,9276.62,4.26,0.01
19/02/2014,9447.06,9447.06,9544.45,9252.27,15.11,0.52
18/02/2014,9624.31,9398.36,9627.23,9388.82,2.85,-1.23
17/02/2014,9350.15,9515.23,9638.87,9350.15,2.38,1.45
14/02/2014,9154.78,9378.88,9378.88,9145,8.59,2.45
13/02/2014,9086.71,9154.88,9163.16,8942.57,6.21,1.52
12/02/2014,9153.42,9017.56,9203.58,9013.71,5,-1.48
11/02/2014,9018.53,9153.42,9170.12,8921.19,8.6,2.32
10/02/2014,8930.88,8945.49,8959.12,8882.23,4.22,-0.16
07/02/2014,8765.31,8960,8960,8756.55,5.3,2.22
06/02/2014,8716.62,8765.31,8945.54,8666.41,9.07,1.73
